wave,depth
3612.728,0.638
3612.732,0.412
3612.736,0.792
3612.743,0.835
3612.9189,0.298
3612.9394,0.647
3613.098,0.735
3613.1237,0.536
3613.1448,0.627
3613.1787,0.739
3613.423,0.377
3613.4416,0.652
3613.4436,0.702
3613.445,0.232
3613.6059,0.571
3613.829,0.923
3614.112,0.689
3614.5556,0.518
3614.765,0.741
3614.7718,0.61
3614.8822,0.621
3615.1909,0.514
3615.6623,0.623
3615.9549,0.15
3616.1483,0.57
3616.3199,0.524
3616.5652,0.461
3616.566,0.154
3617.1,0.326
3617.256,0.206
3617.3183,0.717
3617.4289,0.36
3617.7062,0.183
3617.7859,0.81
3617.9276,0.284
3617.9637,0.415
3618.2987,0.712
3618.3798,0.606
3618.3858,0.759
3618.5965,0.715
3618.62,0.286
3618.7675,0.926
3618.8113,0.355
3618.9312,0.343
3619.0963,0.213
3619.2688,0.498
3619.389,0.772
3619.39,0.836
3619.391,0.914
3619.391,0.896
3619.391,0.783
3619.6567,0.214
3619.7681,0.512
3619.9287,0.229
3620.2402,0.535
3620.4657,0.694
3620.8691,0.17
3620.8806,0.417
3621.1021,0.68
3621.195,0.335
3621.2087,0.456
3621.219,0.665
3621.2644,0.624
3621.4605,0.835
3621.7187,0.657
3621.9975,0.351
3622.0032,0.821
3622.1506,0.237
3622.2617,0.729
3623.1858,0.796
3623.4302,0.562
3623.4461,0.661
3623.773,0.727
3623.7805,0.455
3623.811,0.262
3624.0447,0.462
3624.059,0.506
3624.112,0.552
3624.2799,0.732
3624.3079,0.588
3624.728,0.268
3624.73,0.66
3624.732,0.743
3624.826,0.848
3624.8262,0.868
3624.8852,0.542
3625.1414,0.741
3625.6113,0.172
3625.7392,0.172
3626.7497,0.38
3627.0562,0.451
3627.4416,0.159
3627.7048,0.659
3627.7151,0.182
3627.8068,0.654
3628.0915,0.569
3628.5935,0.229
3628.702,0.706
3628.8106,0.286
3629.731,0.351
3629.9003,0.441
3630.02,0.37
3630.2282,0.209
3630.3473,0.738
3630.742,0.914
3630.7521,0.644
3630.9781,0.501
3631.0968,0.797
3631.3903,0.391
3631.461,0.819
3631.4629,0.925
3631.671,0.76
3632.0384,0.789
3632.1594,0.334
3632.296,0.45
3632.5553,0.699
3632.9766,0.701
3633.0686,0.687
3633.1212,0.836
3633.488,0.203
3633.8264,0.589
3633.8844,0.459
3633.994,0.171
3634.1886,0.701
3634.27,0.183
3634.3278,0.727
3634.3962,0.586
3634.461,0.411
3634.5185,0.346
3634.6969,0.778
3634.714,0.185
3634.947,0.573
3634.947,0.373
3635.0142,0.602
3635.075,0.215
3635.1852,0.634
3635.3401,0.744
3635.462,0.741
3635.7461,0.754
3636.1613,0.671
3636.1625,0.321
3636.2235,0.694
3636.2973,0.366
3636.444,0.261
3636.4806,0.579
3636.587,0.425
3636.6489,0.615
3636.7413,0.691
3636.9938,0.682
3637.046,0.426
3637.2482,0.641
3637.7326,0.288
3637.8651,0.702
3638.1568,0.525
3638.2384,0.403
3638.2962,0.798
3639.4442,0.234
3639.5214,0.286
3639.795,0.676
3640.375,0.258
3640.3881,0.825
3641.0238,0.611
3641.328,0.866
3641.3282,0.881
3641.4476,0.286
3641.465,0.21
3641.641,0.175
3641.827,0.527
3642.3905,0.154
3642.4377,0.394
3642.6731,0.753
3642.784,0.905
3643.182,0.267
3643.2042,0.632
3643.6229,0.759
3643.7149,0.681
3643.7931,0.613
3643.8125,0.433
3643.9423,0.276
3644.4129,0.688
3644.5834,0.325
3644.6898,0.633
3644.7678,0.492
3644.7946,0.633
3645.0596,0.259
3645.0748,0.669
3645.311,0.871
3645.4,0.45
3645.41,0.201
3645.4743,0.582
3645.4941,0.502
3645.5031,0.693
3645.8199,0.743
3646.195,0.34
3646.1961,0.178
3646.9804,0.702
3647.0851,0.276
3647.3881,0.7
3647.4236,0.823
3647.5564,0.403
3647.6622,0.44
3647.8422,0.949
3647.8426,0.665
3647.9825,0.552
3648.2223,0.42
3648.3436,0.325
3648.53,0.247
3648.7069,0.788
3648.8146,0.466
3648.993,0.652
3649.0035,0.337
3649.3025,0.856
3649.3332,0.633
3649.3351,0.22
3649.5059,0.885
3649.6878,0.204
3649.8298,0.666
3650.0294,0.843
3650.0977,0.815
3650.2695,0.644
3650.2787,0.856
3650.3584,0.591
3650.4189,0.703
3650.5349,0.72
3650.9707,0.196
3651.0339,0.244
3651.096,0.677
3651.1888,0.286
3651.4666,0.89
3651.673,0.505
3651.795,0.909
3651.9172,0.624
3652.5434,0.493
3652.656,0.479
3653.3468,0.267
3653.349,0.321
3653.4942,0.841
3653.5004,0.423
3653.7542,0.762
3653.9065,0.599
3653.9686,0.762
3654.5894,0.329
3654.624,0.21
3654.6709,0.352
3654.9972,0.565
3655.3521,0.157
3655.4647,0.821
3655.844,0.171
3656.152,0.214
3656.2095,0.798
3656.224,0.38
3656.26,0.739
3656.349,0.504
3656.742,0.704
3657.1326,0.741
3657.8977,0.748
3658.0185,0.496
3658.0948,0.444
3658.1363,0.699
3658.1605,0.284
3658.5465,0.395
3659.5164,0.848
3659.7333,0.164
3659.7605,0.9
3660.325,0.488
3660.4,0.178
3660.4005,0.173
3660.4026,0.185
3660.6286,0.26
3660.7718,0.626
3660.921,0.294
3661.3622,0.5
3661.3704,0.318
3661.9428,0.686
3661.9473,0.412
3662.08,0.152
3662.127,0.173
3662.1588,0.556
3662.224,0.177
3662.2325,0.901
3662.8331,0.773
3662.836,0.234
3662.8364,0.739
3663.201,0.599
3663.2615,0.719
3663.3984,0.506
3663.4514,0.758
3663.9605,0.598
3664.076,0.353
3664.086,0.78
3664.095,0.832
3664.1133,0.486
3664.245,0.199
3664.5368,0.79
3664.608,0.187
3664.6107,0.839
3664.6913,0.571
3664.7258,0.694
3664.9414,0.539
3665.9845,0.675
3666.2415,0.787
3666.2862,0.602
3666.534,0.699
3666.635,0.266
3666.7628,0.372
3666.8072,0.475
3666.94,0.412
3667.2528,0.807
3667.4185,0.29
3667.9859,0.792
3667.9946,0.696
3668.2095,0.729
3668.2126,0.533
3668.432,0.386
3668.8891,0.403
3668.9632,0.318
3669.1519,0.8
3669.234,0.158
3669.237,0.631
3669.239,0.774
3669.4125,0.596
3669.5207,0.86
3669.6802,0.695
3670.0243,0.805
3670.0883,0.829
3670.411,0.256
3670.421,0.741
3670.43,0.815
3670.618,0.711
3670.8069,0.716
3671.205,0.161
